INCIDENT_I,CUSTOMER_C,TIME_OUTAG,TIME_RESTO,CREW_STATU,Longitude,Latitude
252824.0,5.0,Oct 25 2018  8:56AM,Oct 25 2018 10:58AM,Known Outage,-93.1228925435,45.1972488265
252825.0,2.0,Oct 25 2018  9:19AM,Oct 25 2018 11:21AM,Known Outage,-93.4276120429,45.2302727053
