INCIDENT_I,CUSTOMER_C,TIME_OUTAG,TIME_RESTO,CREW_STATU,Longitude,Latitude
22275.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.1585593865,45.3057373838
22276.0,28.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3693038789,45.255574845
22277.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3968654749,45.2403948868
22278.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.7692829874,45.4342436452
22279.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.8199675975,45.3653616455
22280.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2774974512,45.3661240706
22281.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.798968257,45.3569867708
22282.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.1005335947,45.2094616349
22284.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-94.0897795592,45.5229453575
22285.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2417412133,45.383050859
22286.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1565394538,45.3376796514
22287.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2537556141,45.1863258763
22288.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.8183519828,45.4132565921
22289.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2993711822,45.2424088209
22290.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0535526082,45.2237855689
22291.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2615731991,45.3983263323
22292.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.300023336,45.2310736955
22296.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.1510994995,45.1507001607
22297.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4274781382,45.2406020109
22302.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2729111079,45.1594529442
22303.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3520664618,45.4691721968
22304.0,22.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3499122244,45.3202303507
22305.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2524197163,45.2016672945
22306.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.383216844,45.4433342651
22307.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.1410664608,45.1489208379
22308.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.0865984866,45.2310763733
22309.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2391408282,45.1297544306
22310.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4276109483,45.2935285349
22311.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3533903663,45.2161542408
22312.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1114512086,45.3628180955
22313.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.0211720936,45.1426609693
22316.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2512251131,45.1314642785
22317.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4393260772,45.2533375014
22318.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0442221515,45.412617744
22319.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3919515946,45.2542513386
22340.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3206104079,45.2134651806
22341.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0543804779,45.3597243911
22343.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4388809042,45.5582107858
22345.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3467163424,45.3808260243
22346.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.6480409717,45.5271127517
22347.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4272820398,45.1365921585
22348.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2521817967,45.305497121
22349.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4302302579,45.3829647854
22350.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2711221461,45.1538509415
22351.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2204497652,45.1422301215
22352.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2647909398,45.1587736474
22353.0,3.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.025850491,45.1281880284
22354.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4690369221,45.3570167632
22355.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.0963350878,45.2728422088
22359.0,37.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2477710475,45.1826864156
22362.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.5556354622,45.5660055347
22363.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.7682283518,45.2987829686
22364.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1732492345,45.1963310233
22365.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.271113639,45.153634234
22366.0,0.0,,2016-07-18 00:00:00,Known Outage,-92.9217978769,45.1934011219
22367.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2749713466,45.1436128531
22368.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.372408829,45.566304294
22369.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2379753898,45.3915996703
22371.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.5801041513,45.5376234982
22381.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4453888417,45.2766859568
22382.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4119165798,45.302507588
22383.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3159063373,45.3217893392
22385.0,40.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2268375559,45.2771661744
22387.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2779555127,45.2707246197
22388.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3478672909,45.3366786944
22390.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1425025699,45.2820114296
22392.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4521420393,45.296006537
22393.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7059477288,45.3215597944
22394.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7027365849,45.3218533193
22397.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2208834121,45.2874302931
22399.0,13.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3969231703,45.3476844502
22400.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3498970805,45.4198570928
22402.0,70.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2584563115,45.1823828024
22403.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.463194142,45.2113171544
22404.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.5125140109,45.2670242792
22405.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4138450813,45.3464199604
22406.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4506869835,45.3467495333
22407.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.9295844827,45.5031443115
22408.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6831902904,45.3057967188
22409.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2394423389,45.4115793446
22410.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.347632661,45.3576524275
22411.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.0913772992,45.1967269377
22412.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.8367454559,45.4868785717
22413.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.738346146,45.5509689306
22416.0,13.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4274478605,45.2491571426
22417.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.920376083,45.4432382575
22418.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2889936043,45.1553589578
22419.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.250099683,45.2891046285
22421.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2688460636,45.1354169922
22422.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.6129780909,45.4692021631
22424.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4510111588,45.2987787307
22425.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4927257055,45.1817398613
22426.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3956170771,45.3060040695
22427.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3283567851,45.2507288627
22428.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4528835057,45.223461069
22429.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4040887203,45.2673405997
22431.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3462506701,45.2677016273
22433.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3883005028,45.5539980961
22434.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7800404219,45.3357932783
22435.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2474341845,45.1975939974
22436.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-92.9839599208,45.208009503
22437.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-92.9153237714,45.1900234301
22440.0,17.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4911192645,45.5511822033
22441.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.0320546748,45.280389745
22443.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4417152389,45.4851695686
22444.0,48.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3109086699,45.223427169
22447.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2379859647,45.195805062
22448.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2333477308,45.3881340039
22449.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2625393008,45.1405499986
22450.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1877096948,45.2755489841
22451.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.5936951245,45.49636753
22452.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3167358552,45.1803893111
22453.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.8423778695,45.3925899856
22454.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.5382686317,45.5367611985
22456.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.273517592,45.1841814553
22457.0,13.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4171849742,45.2490417998
22459.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4460580403,45.5528278745
22461.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3222706146,45.2274399787
22462.0,27.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0705416988,45.2866387797
22463.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4464956889,45.2264470748
22464.0,67.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3478919394,45.363202041
22466.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2619740861,45.1758184956
22467.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4301761584,45.3398189132
22470.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2655177011,45.1878914429
22471.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3102705133,45.1758965489
22472.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.179725095,45.3028580794
22473.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2630502783,45.1743271831
22474.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2885767497,45.1664902069
22475.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4444005197,45.2153958688
22476.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.8871839684,45.41392747
22478.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.5417072001,45.4584656986
22479.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2330128651,45.2593143694
22481.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3184119434,45.168735036
22485.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.1908915435,45.1428856982
22486.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2334662271,45.38790287
22487.0,6.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1531524164,45.1493474717
22488.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.6247669335,45.5359146622
22489.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2932355148,45.4865576205
22490.0,7.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2627529389,45.1651613165
22491.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2843033152,45.1854256103
22492.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2885760154,45.177191374
22493.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3772557778,45.4965136153
22494.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2519952163,45.1891255577
22495.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4992073159,45.3636630353
22496.0,16.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.346981274,45.5586715386
22499.0,6.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-92.9532316608,45.2247942647
22504.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.5620391544,45.5439312544
22505.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2855509741,45.1855713038
22506.0,34.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4700123582,45.3281456091
22508.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3075936654,45.245375013
22509.0,10.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-94.0885297096,45.5229944067
22510.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-94.1021270462,45.533443688
22511.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2651387797,45.1690411313
22512.0,281.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.8932583447,45.4873160164
22513.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.8728996594,45.4860810443
22514.0,43.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2856579462,45.2621396186
22517.0,79.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6120267832,45.4831090137
22520.0,90.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.093343107,45.2109280999
22521.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3494905961,45.3867004157
22522.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6016238105,45.402217383
22523.0,896.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2337969394,45.1541659275
22525.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.8488418193,45.4241131252
22526.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2760107897,45.193998169
22527.0,22.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.9030265264,45.5016319264
22528.0,78.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3569335862,45.2283465712
22530.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1614408009,45.4105100007
22531.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1940682725,45.332654473
22534.0,15.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6381308,45.3065562497
22535.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-94.0053619024,45.5456893718
22536.0,8.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.8610321728,45.5156167633
22537.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3481558185,45.3665898046
22538.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4145674221,45.2947758545
22539.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2457713788,45.4868747394
22542.0,74.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3723644594,45.2220951995
22543.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3721643806,45.4822336404
22544.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4789841698,45.235883108
