INCIDENT_I,CUSTOMER_C,TIME_OUTAG,TIME_RESTO,CREW_STATU,Longitude,Latitude
22545.0,5.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.481065462,45.2369833557
22546.0,9.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3202875193,45.2308734431
22547.0,48.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.3478112563,45.3632110452
22548.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4540212896,45.4694020003
22549.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2859228219,45.3335520314
22550.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3982410439,45.2953861892
22552.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0201021349,45.1865511912
22553.0,3.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1484627721,45.3337074606
22554.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2356077248,45.3980959849
22555.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7966714665,45.3576334751
22556.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3960839252,45.3486779948
22558.0,64.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.443620862,45.3063136995
22559.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4180471767,45.3253582582
22560.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.395828108,45.346562789
22561.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4337350152,45.3400017135
22562.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3958957108,45.3500416095
22563.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4297910933,45.3354338934
22565.0,22.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.5208497614,45.254764049
22566.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4200469757,45.341127004
22569.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.4049169713,45.3498390177
22571.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3958192234,45.3540708132
22572.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.416554202,45.3179908853
22573.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.392268671,45.3366797778
22575.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3909763619,45.3629330072
22578.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3846415353,45.3653101494
22579.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3955177595,45.3557314494
22580.0,25.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4196465493,45.3177479128
22582.0,25.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4144263402,45.3349740662
22583.0,4.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4119897709,45.3350756955
22585.0,43.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3671878356,45.3915573502
22586.0,40.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4168335016,45.3492144827
22587.0,13.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4247171092,45.3142878829
22588.0,14.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.387929105,45.364547548
22589.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.385376721,45.3584525359
22590.0,11.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3722721657,45.3826710309
22591.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4221054591,45.3595045261
22593.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3977458044,45.3555213591
22594.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3861869784,45.3775369627
22595.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3777970935,45.3719201459
22596.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4013158457,45.3361066414
22597.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4001965006,45.3324777811
22600.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4034558103,45.3313720323
22602.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3938554671,45.3550940621
22603.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3715301301,45.3927016375
22605.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.394848385,45.3606709665
22606.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3779958511,45.3639375048
22609.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3778642157,45.363165879
22611.0,96.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3672590445,45.3915698801
22612.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3894581654,45.3624574209
22615.0,16.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3569739812,45.283914585
22617.0,18.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2651652392,45.2909853463
22619.0,4.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-92.8970975066,45.1958313025
22620.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3817396275,45.4726784757
22621.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4895711162,45.3475683522
22622.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3672143858,45.3746273981
22625.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7478541715,45.3569415102
22626.0,36.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.7418894851,45.3451386533
22629.0,7.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7457059367,45.3439927177
22633.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7382140192,45.345419229
22635.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7405400152,45.3474078185
22636.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7485668834,45.3563440033
22637.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7427598815,45.3525329629
22639.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7476471249,45.3564374626
22640.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7461154417,45.3458249576
22641.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.735626652,45.3433530688
22642.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7490046841,45.3569569276
22643.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7381398384,45.3463027895
22644.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.742516432,45.354439387
22645.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7439045419,45.355311219
22646.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.216929183,45.137959554
22647.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7422182099,45.3527136293
22648.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7458734212,45.3449919728
22649.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7453823413,45.3457883315
22650.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3664295672,45.2260942023
22651.0,83.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1221713937,45.1977464377
22653.0,25.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2875587249,45.1722637376
22655.0,8.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2808949668,45.166625955
22658.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3391993133,45.4871959848
22659.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2498908433,45.1309601085
22660.0,14.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.5797907087,45.4362933055
22664.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1832448763,45.3525749391
22665.0,13.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2610004115,45.1499278123
22667.0,8.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.5313433576,45.4792248222
22669.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1770384673,45.2075536364
22670.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-92.9073300859,45.2923274758
22671.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4267948606,45.1310933014
22672.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.627946972,45.4958529068
22673.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.1476385036,45.1349297036
22675.0,5.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1546749834,45.1425059417
22677.0,73.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1583569917,45.1404140724
22678.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1472707995,45.1367004273
22679.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1482087243,45.1355678028
22680.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.343923328,45.2687127204
22681.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.291534067,45.1716025774
22682.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0475499169,45.2957409383
22683.0,53.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.3199920488,45.1975832889
22684.0,17.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4739258749,45.3514422874
22686.0,3.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4174203214,45.2921955377
22687.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-94.0907865116,45.4874584708
22688.0,15.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6138578023,45.4764041396
22689.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3110608348,45.3344876176
22690.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.5572888848,45.4707582547
22694.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.5699879128,45.4236165279
22695.0,8.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.337465381,45.2156768477
22696.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-94.0901038522,45.5025844535
22697.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.0599763783,45.4072713202
22698.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6873454552,45.4318810665
22699.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.685163075,45.43048522
22701.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6879803811,45.4310028318
22702.0,3.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4607415658,45.3852386239
22703.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1635965028,45.2822886802
22704.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-94.0105583278,45.4891676559
22705.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.340601088,45.4505826109
22706.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3184399806,45.5433442911
22708.0,10.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4362208622,45.273726706
22709.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3844984711,45.2474649431
22710.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.261611244,45.1469363523
22711.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4885319337,45.4293021193
22712.0,5.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3677103266,45.4277045779
22714.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2284649287,45.2292280945
22717.0,13.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4017656244,45.2955124836
22719.0,21.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2188749344,45.2480954567
22720.0,7.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1525251926,45.1966934152
22722.0,64.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2917199826,45.1624006706
22723.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4631551398,45.2695489651
22724.0,13.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6180454848,45.4884038849
22725.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4664617524,45.2608811855
22727.0,11.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3465022554,45.2674065158
22728.0,454.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-92.8367888626,45.1965938248
22730.0,8.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2358659607,45.4280398328
22731.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0785152407,45.1967221298
22732.0,3.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0898738002,45.2254008085
22733.0,23.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.192198783,45.2223453529
22734.0,979.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6644466296,45.3238382576
22735.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4498895736,45.2663495566
22737.0,8.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.5797349453,45.4362465729
22738.0,11.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0601877014,45.2686810431
22739.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2495023687,45.5171596826
22741.0,73.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.43045076,45.2737811021
22742.0,6.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2919835276,45.1559992421
22743.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4270461314,45.2187043015
22744.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2074633647,45.3812944603
22745.0,35.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2973924575,45.2430735457
22746.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.5497840861,45.2747340899
22747.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.8142952768,45.3735469422
22748.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6555338471,45.5055061634
22749.0,27.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.9487018652,45.4440127072
22751.0,45.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3271628395,45.4425655449
22752.0,852.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2337507516,45.2408762258
22755.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.9490320414,45.4529224762
22756.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.9407011705,45.4637052544
22757.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2497320454,45.3870092066
22758.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2344410171,45.27910457
22759.0,6.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4093954856,45.5001413537
22760.0,3.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4193961849,45.2603549414
22761.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2861721523,45.1959876633
22762.0,5.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3475848273,45.2121487141
22763.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1841154021,45.2890543837
22766.0,4.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2310139698,45.1866001659
22767.0,12.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2448221201,45.1862921033
22769.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-94.0680672992,45.5234011609
22770.0,51.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3573774339,45.2131853989
22772.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2362522486,45.1599396967
22779.0,44.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-92.8252858484,45.2172534821
22781.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-92.829329119,45.212808237
22782.0,12.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.378962612,45.3158613311
22783.0,7.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0341706224,45.2771278897
22785.0,3.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2148626707,45.1636393946
22787.0,1181.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1526659951,45.1465436835
22791.0,26.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.266433145,45.1489987993
22793.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3063887726,45.3158790611
22794.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.7422981562,45.3443582372
22795.0,33.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-94.0660393411,45.5228607291
22796.0,136.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0863890991,45.3648909837
22799.0,18.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0368323939,45.2747624832
22800.0,90.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1938926394,45.2815621071
22802.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4971803933,45.2939682946
22803.0,491.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2332509839,45.2410996151
22806.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-92.8086725847,45.2486988258
22807.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.3591072024,45.2272544953
22808.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.9445704159,45.5088720778
22809.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4700927687,45.3282977111
22810.0,86.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.5105181202,45.4449014125
22812.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0320996914,45.2786865308
22813.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3177249243,45.3359956178
22814.0,60.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.9364777972,45.4719711101
22815.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2808399755,45.1844156332
22816.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6399216641,45.4854173461
22817.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1806226754,45.3695978635
22818.0,58.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3417732866,45.2270944529
22819.0,10.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.4294686755,45.230301966
22821.0,6.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2453357233,45.421079031
22823.0,6.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3885887057,45.4691277136
22825.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2368211268,45.1315945191
22826.0,12.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2946091203,45.3847931076
22827.0,4.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3220884009,45.502972182
22828.0,64.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0762408624,45.4046843754
22829.0,49.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3509886262,45.3273439076
22830.0,49.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1258869018,45.3847946511
22832.0,881.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.3664617215,45.3975996896
22834.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.1775544152,45.4226546466
22835.0,9.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3661207055,45.2622110126
22839.0,16.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.435350881,45.4423808648
22840.0,20.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2463357913,45.2187815868
22841.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6390526998,45.3137166818
22842.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0900214421,45.2470546503
22843.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.9020505344,45.4621577185
22844.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.485104952,45.2807142366
22845.0,6.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3166638692,45.1672118128
22846.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-94.0979780405,45.5510592067
22847.0,29.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2541541776,45.4784699316
22850.0,15.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-92.9434569132,45.3132320694
22851.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.9433026787,45.5090421457
22852.0,0.0,,2016-07-18 00:00:00,Known Outage,-93.2579556097,45.1423774968
22853.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4339123399,45.2227541685
22854.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.6542125724,45.5335486113
22855.0,14.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2975377541,45.3197220206
22856.0,22.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.0843866431,45.2327777911
22857.0,62.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2050317399,45.3013669541
22858.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2671578858,45.147432101
22859.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2459709308,45.1297596877
22860.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4725777681,45.2370523639
22861.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3468868059,45.3531259455
22862.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.3456109328,45.3534472401
22863.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.4686392029,45.2370258243
22864.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2479350325,45.14883578
22865.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Known Outage,-93.2381166578,45.1599267174
22866.0,0.0,,2016-07-18 00:00:00,Crew Responding,-93.7317600433,45.3409394257
22867.0,18.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.7158836641,45.3771145696
22868.0,11.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.7158291962,45.3801073172
22869.0,28.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.7039183262,45.3776816545
22870.0,25.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.6970588702,45.3802721271
22871.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.7159719192,45.3750715572
22872.0,2.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.7159506546,45.3727828404
22873.0,8.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.7318009091,45.3449915597
22874.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.730703321,45.3433090041
22875.0,1.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.7098326541,45.3431461012
22876.0,26.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.7317265176,45.3402602739
22877.0,96.0,2016-07-18 00:00:00,2016-07-18 00:00:00,Crew Responding,-93.7319444621,45.3358116193
22878.0,0.0,,2016-07-19 00:00:00,Known Outage,-93.3422800676,45.2318618711
22879.0,0.0,,2016-07-19 00:00:00,Known Outage,-93.2349592284,45.210259487
22880.0,85.0,2016-07-18 00:00:00,2016-07-19 00:00:00,Known Outage,-93.2349344471,45.2114655597
22882.0,12.0,2016-07-18 00:00:00,2016-07-19 00:00:00,Known Outage,-93.2350106558,45.2124511272
22883.0,53.0,2016-07-18 00:00:00,2016-07-19 00:00:00,Known Outage,-93.2337471171,45.2114336029
22884.0,1.0,2016-07-19 00:00:00,2016-07-19 00:00:00,Known Outage,-93.2360692512,45.1599730796
22885.0,1.0,2016-07-20 00:00:00,2016-07-20 00:00:00,Known Outage,-93.2305544604,45.2045883801
22886.0,1.0,2016-07-20 00:00:00,2016-07-20 00:00:00,Known Outage,-93.602087638,45.4514086568
22887.0,1.0,2016-07-20 00:00:00,2016-07-20 00:00:00,Known Outage,-93.2841935039,45.163106607
22888.0,1.0,2016-07-20 00:00:00,2016-07-20 00:00:00,Known Outage,-93.4142446121,45.2618293552
22889.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2287191231,45.2786645338
22890.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2820659136,45.173656435
22891.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.286300451,45.1755296435
22892.0,2.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2308513838,45.2796236178
22893.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.0897114825,45.3860539282
22894.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.4624325254,45.5187971256
